source_id,target_id,relationship_type,weight,interaction_freq
E02513,E01957,shared_director,0.31,30
E00887,E02327,co-investor,0.79,45
E00634,E01119,shared_director,0.75,10
E00804,E02295,co-investor,0.86,25
E01350,E02709,parent_company,0.85,10
E01963,E02699,shared_director,0.6,43
E00379,E01069,supplier,0.99,16
E01121,E02362,parent_company,0.81,49
E01973,E02495,shared_director,0.5,3
E01764,E00025,co-investor,0.43,42
E00415,E01957,parent_company,0.84,30
E02489,E00514,supplier,0.89,8
E01592,E00559,co-investor,0.12,45
E02407,E02283,parent_company,0.94,24
E01078,E01611,co-investor,0.46,38
E02192,E02843,shared_director,0.11,19
E02715,E02574,co-investor,0.42,1
E00946,E02455,parent_company,0.33,9
E01948,E02850,supplier,0.75,26
E01629,E02389,parent_company,0.43,9
E02476,E02657,supplier,0.4,40
E00712,E01596,supplier,0.11,43
E00329,E00456,supplier,0.17,21
E01738,E00303,shared_director,0.16,38
E01883,E00789,co-investor,0.81,50
E02554,E02568,supplier,0.23,6
E00947,E00005,supplier,0.71,36
E02098,E00574,parent_company,0.58,20
E02728,E01538,supplier,0.79,44
E02904,E02297,shared_director,0.53,13
E02761,E00894,supplier,0.16,43
E01075,E02168,supplier,0.54,30
E02573,E01004,shared_director,0.87,24
E01299,E01717,supplier,0.65,9
E00295,E02173,parent_company,0.89,2
E01683,E00874,supplier,0.57,26
E01178,E00498,shared_director,0.45,41
E02580,E02570,parent_company,0.85,10
E00777,E01694,co-investor,0.79,45
E02572,E01788,parent_company,0.48,13
E01298,E02563,supplier,0.47,30
E01780,E01122,supplier,0.85,10
E00923,E02366,supplier,0.74,47
E00935,E02698,parent_company,0.98,9
E02186,E00612,shared_director,0.82,7
E00717,E01559,parent_company,0.51,17
E02479,E02559,co-investor,0.86,11
E00764,E01283,parent_company,0.92,27
E01054,E01058,co-investor,0.72,18
E01018,E02580,shared_director,0.79,47
E02221,E01782,supplier,0.88,8
E00305,E01267,parent_company,0.3,28
E01055,E00100,supplier,0.39,32
E01962,E00349,co-investor,0.39,23
E02433,E02765,supplier,0.79,25
E02862,E00684,shared_director,0.58,40
E00214,E00704,co-investor,0.62,45
E00623,E00065,co-investor,0.96,16
E01917,E00690,supplier,0.47,47
E01626,E01620,supplier,0.29,13
E01328,E02084,co-investor,0.17,1
E00718,E02550,co-investor,0.41,40
E02415,E02326,shared_director,0.52,15
E01866,E02340,parent_company,0.64,23
E02003,E02372,co-investor,0.79,5
E02312,E02636,parent_company,0.33,29
E01104,E02795,supplier,0.17,31
E02767,E00888,shared_director,0.97,30
E00049,E00895,shared_director,0.23,23
E01610,E02675,shared_director,0.88,7
E00424,E00657,co-investor,0.95,19
E00657,E00841,parent_company,0.13,1
E02225,E00176,co-investor,0.46,16
E00132,E02082,parent_company,0.62,11
E02574,E01036,parent_company,0.56,15
E00702,E00454,supplier,0.9,44
E02934,E02137,parent_company,0.17,41
E01808,E00941,shared_director,0.98,49
E01191,E02232,co-investor,0.23,1
E01934,E00548,supplier,0.16,29
E00093,E02255,co-investor,0.22,31
E01038,E02759,supplier,0.49,46
E00657,E02008,shared_director,0.79,14
E02578,E01621,co-investor,0.16,40
E01341,E01448,co-investor,0.18,46
E00080,E00076,co-investor,0.9,3
E02103,E00471,co-investor,0.72,50
E01049,E02909,parent_company,0.22,12
E00852,E02827,supplier,0.11,27
E00044,E01851,parent_company,0.22,21
E00157,E00629,parent_company,0.1,13
E02743,E01113,parent_company,0.89,41
E01125,E00809,shared_director,0.4,14
E02353,E00470,shared_director,0.79,10
E02295,E00124,supplier,0.88,46
E01624,E00906,supplier,0.48,28
E02508,E01580,shared_director,0.75,20
E00038,E01019,parent_company,0.87,17
E01532,E01141,co-investor,0.16,2
E01596,E00408,shared_director,0.45,38
E01902,E00018,supplier,0.72,19
E01189,E01357,supplier,0.19,47
E02687,E00390,shared_director,0.47,10
E02377,E01692,parent_company,0.56,38
E00531,E01212,supplier,0.21,1
E01302,E00075,shared_director,0.65,46
E01703,E00405,parent_company,0.21,11
E02902,E01358,co-investor,0.24,16
E02853,E00667,parent_company,0.69,36
E00197,E01329,parent_company,0.99,42
E01823,E02605,co-investor,0.31,18
E00235,E02865,co-investor,0.55,26
E00715,E01393,parent_company,0.64,3
E00437,E00357,supplier,0.92,50
E00652,E01330,co-investor,0.56,28
E00744,E01897,shared_director,0.73,36
E02205,E00726,shared_director,0.14,6
E01824,E01132,supplier,0.97,2
E01044,E01470,supplier,0.74,38
E01929,E00483,shared_director,0.16,20
E00538,E00730,parent_company,0.43,45
E01346,E02835,co-investor,0.69,24
E02443,E00742,supplier,0.39,23
E02309,E01667,shared_director,0.39,32
E02456,E02488,supplier,0.2,13
E01840,E02427,parent_company,0.12,20
E01358,E01916,shared_director,0.97,29
E01025,E01332,supplier,0.18,25
E00003,E02251,co-investor,0.97,37
E01904,E00160,supplier,0.89,43
E00688,E00744,supplier,0.8,13
E01553,E02906,shared_director,0.15,33
E00802,E01116,shared_director,0.49,48
E00289,E00533,parent_company,0.11,32
E01151,E01600,supplier,0.77,48
E01010,E02344,shared_director,0.62,39
E00519,E01911,supplier,0.67,22
E02851,E01614,supplier,0.92,15
E00866,E02134,shared_director,0.77,34
E02772,E01445,parent_company,0.56,47
E02633,E02298,shared_director,0.56,7
E02237,E01058,parent_company,0.97,30
E01622,E02854,parent_company,0.15,37
E00036,E02643,supplier,0.52,32
E02406,E01166,co-investor,0.8,21
E01895,E02802,co-investor,0.88,20
E01136,E00452,supplier,0.51,38
E00698,E01746,parent_company,0.45,50
E01407,E01167,parent_company,0.37,29
E01453,E02327,supplier,0.72,2
E01062,E01022,co-investor,0.62,33
E00858,E02504,co-investor,0.96,41
E02911,E02326,supplier,0.52,39
E02884,E02345,shared_director,0.43,21
E01846,E02079,parent_company,0.93,32
E01352,E01707,supplier,0.44,34
E01268,E00894,co-investor,0.71,32
E02841,E00863,supplier,1.0,42
E02745,E00401,shared_director,0.52,25
E00385,E02811,parent_company,0.38,2
E02630,E02566,supplier,0.54,35
E00893,E01589,parent_company,0.23,13
E02931,E02915,co-investor,0.35,16
E00775,E01675,co-investor,0.22,36
E01365,E02794,supplier,0.76,15
E00357,E00567,shared_director,0.38,11
E01879,E00975,co-investor,0.72,46
E01356,E00487,co-investor,0.66,10
E01076,E02434,supplier,0.27,9
E01007,E01098,shared_director,0.54,19
E01737,E02509,co-investor,0.9,38
E00996,E02910,co-investor,0.38,23
E02847,E01850,supplier,0.92,10
E00151,E00168,shared_director,0.2,17
E00302,E00797,shared_director,0.98,17
E01477,E02309,co-investor,0.82,26
E00456,E00656,supplier,0.6,16
E02715,E02446,supplier,0.96,10
E01957,E02773,supplier,0.86,21
E00122,E01793,shared_director,0.19,10
E00692,E00613,parent_company,0.69,41
E00109,E01494,shared_director,0.37,27
E02284,E02847,co-investor,0.32,1
E01052,E01520,co-investor,0.39,22
E02379,E01364,supplier,0.21,27
E00870,E02891,co-investor,0.49,32
E02042,E01996,co-investor,0.93,14
E00951,E02647,parent_company,0.54,13
E02362,E02461,supplier,0.34,27
E00145,E00120,parent_company,0.72,16
E01640,E02317,shared_director,0.75,10
E01738,E02306,supplier,0.27,44
E00753,E00614,supplier,0.61,24
E01382,E02772,supplier,0.46,30
E02481,E00153,shared_director,0.68,30
E00098,E00275,co-investor,0.71,12
E00159,E00229,parent_company,0.63,14
E01036,E01268,supplier,0.51,39
E01949,E00671,supplier,0.44,47
E00303,E02258,parent_company,0.72,49
E02811,E00948,supplier,0.77,11
E02368,E01548,parent_company,0.2,22
E00919,E00102,shared_director,0.18,12
E01712,E00173,supplier,0.91,9
E00596,E02093,parent_company,0.69,29
E01146,E00745,shared_director,0.8,21
E01172,E02542,co-investor,0.54,35
E02194,E01823,parent_company,0.9,10
E00255,E01640,parent_company,0.24,45
E02705,E02124,supplier,0.96,11
E01727,E02364,supplier,0.91,17
E01704,E02883,shared_director,0.43,38
E01328,E00563,co-investor,0.54,1
E02326,E01708,supplier,0.68,17
E01803,E00638,co-investor,0.93,22
E00725,E01482,shared_director,0.3,36
E01908,E02847,co-investor,0.52,36
E02197,E01069,supplier,0.5,45
E02864,E02483,co-investor,0.47,31
E01918,E01877,supplier,0.99,6
E00583,E02519,shared_director,0.96,10
E02236,E01255,parent_company,0.46,4
E02453,E00559,parent_company,0.9,44
E00292,E02898,shared_director,0.33,29
E00110,E00006,co-investor,0.28,32
E00306,E02644,shared_director,0.13,25
E01630,E02224,supplier,0.82,5
E02827,E02627,shared_director,0.44,31
E02365,E01507,supplier,0.23,38
E02146,E00782,supplier,0.89,49
E01076,E00547,co-investor,0.31,24
E02754,E02809,co-investor,0.17,26
E00074,E00348,supplier,0.98,36
E02790,E01072,supplier,0.57,1
E02878,E00486,shared_director,0.1,33
E02807,E01640,shared_director,0.89,7
E01504,E00699,supplier,0.53,42
E00424,E00225,shared_director,0.84,4
E01168,E00927,parent_company,0.48,36
E02372,E01528,shared_director,0.64,29
E02865,E00622,co-investor,0.47,43
E00220,E01342,supplier,0.18,37
E00003,E00210,shared_director,0.15,7
E02034,E02275,co-investor,0.13,12
E00049,E01525,supplier,0.23,43
E01184,E02316,shared_director,0.25,49
E02568,E00941,parent_company,0.13,1
E02764,E00706,shared_director,0.43,40
E02471,E01939,co-investor,0.68,44
E02838,E02679,co-investor,0.68,39
E01730,E01317,shared_director,0.77,17
E00685,E01420,parent_company,0.45,44
E02788,E02522,co-investor,0.7,11
E00231,E01153,supplier,0.46,8
E01431,E00866,shared_director,0.36,44
E01501,E00381,parent_company,0.31,50
E02510,E00942,shared_director,0.81,49
E01620,E02349,shared_director,0.44,8
E02770,E01544,supplier,0.85,21
E01407,E02034,supplier,0.83,30
E01234,E02453,supplier,0.82,34
E01222,E02521,shared_director,0.56,6
E01127,E01118,supplier,0.56,14
E01383,E02062,shared_director,0.25,48
E00185,E02761,co-investor,0.5,17
E01355,E00110,shared_director,0.29,17
E01532,E00998,co-investor,0.23,29
E02422,E00448,supplier,0.91,6
E02833,E00233,co-investor,0.82,5
E02189,E01026,shared_director,0.71,33
E02498,E02269,co-investor,0.64,11
E00313,E00995,co-investor,0.84,27
E00483,E02049,parent_company,0.15,43
E01860,E02845,parent_company,0.69,45
E02179,E00035,supplier,0.9,10
E02690,E01715,co-investor,0.24,40
E02029,E02715,parent_company,0.11,22
E01215,E02240,parent_company,0.84,34
E01984,E02245,supplier,0.75,10
E00264,E01155,shared_director,0.97,17
E02494,E02212,co-investor,0.5,25
E00021,E01208,parent_company,0.63,30
E00425,E01974,co-investor,0.71,12
E00331,E01075,shared_director,0.17,12
E02045,E01377,supplier,0.83,23
E00591,E02546,parent_company,0.48,28
E02539,E02063,shared_director,0.63,35
E02150,E01889,shared_director,0.4,18
E01350,E02101,co-investor,0.9,49
E01208,E00284,parent_company,0.35,8
E02501,E00558,parent_company,0.47,1
E02832,E01345,shared_director,0.26,30
E01364,E02718,supplier,0.99,38
E00856,E01029,shared_director,0.91,34
E02470,E00112,supplier,0.24,18
E02163,E01173,co-investor,0.53,16
E01729,E02741,co-investor,0.47,5
E01476,E01678,shared_director,0.22,9
E02873,E00984,supplier,0.97,30
E00116,E02693,shared_director,0.4,17
E02124,E00124,co-investor,0.97,7
E01552,E00144,parent_company,0.74,29
E02604,E01227,parent_company,0.32,14
E01803,E02766,parent_company,0.83,42
E02931,E02016,supplier,0.58,41
E02658,E00664,co-investor,0.37,23
E01714,E00771,supplier,0.82,7
E00533,E02563,supplier,0.29,45
E00059,E02014,parent_company,0.6,32
E02211,E00195,shared_director,0.47,21
E02855,E01224,co-investor,0.66,33
E01358,E02104,shared_director,0.44,23
E01774,E01336,co-investor,0.17,2
E00677,E02575,parent_company,0.4,5
E00702,E02715,shared_director,0.49,3
E01295,E02513,co-investor,0.45,46
E02482,E02155,co-investor,0.26,33
E00641,E02838,co-investor,0.5,3
E01345,E00632,supplier,0.32,43
E00903,E02763,parent_company,0.83,35
E02276,E01886,supplier,0.81,49
E00687,E00859,parent_company,0.93,14
E01772,E01564,shared_director,0.98,9
E01813,E01969,shared_director,0.22,35
E02878,E02718,co-investor,0.27,10
E02168,E01896,shared_director,0.98,47
E00997,E00613,supplier,0.56,31
E01839,E02299,parent_company,0.85,29
E00328,E00030,shared_director,0.26,35
E00933,E00909,co-investor,0.67,23
E02608,E02885,co-investor,0.53,22
E01742,E00711,parent_company,0.96,9
E01856,E02047,supplier,0.15,22
E00873,E01392,co-investor,0.74,31
E00895,E00250,parent_company,0.8,15
E02606,E02742,parent_company,0.25,23
E01836,E00093,co-investor,0.74,17
E00172,E00625,co-investor,0.41,19
E01682,E02135,parent_company,0.98,29
E01877,E02660,supplier,0.36,7
E01703,E01953,supplier,0.42,38
E01726,E02612,co-investor,0.46,42
E01886,E00954,shared_director,0.86,22
E01557,E02494,supplier,0.37,18
E02110,E02750,co-investor,0.77,28
E02046,E00935,parent_company,0.27,12
E02555,E00289,parent_company,0.36,39
E01353,E01443,shared_director,0.93,29
E00119,E00044,shared_director,0.9,16
E02775,E02519,co-investor,0.95,38
E02429,E02775,co-investor,0.96,27
E01125,E00131,shared_director,0.47,41
E02274,E02436,co-investor,0.29,6
E00528,E00194,parent_company,0.87,16
E02359,E02096,supplier,0.72,16
E02067,E02044,supplier,0.88,25
E00589,E02230,parent_company,0.32,28
E02252,E02559,supplier,0.39,36
E00311,E00157,supplier,0.95,24
E00895,E00847,shared_director,0.35,13
E01336,E01654,shared_director,0.12,41
E02687,E01843,shared_director,0.25,50
E01888,E00291,co-investor,0.93,24
E02491,E01768,co-investor,0.52,38
E02736,E01212,co-investor,0.96,22
E02328,E01406,co-investor,0.98,2
E01404,E01328,parent_company,0.72,25
E00549,E02307,supplier,0.5,20
E02106,E01494,co-investor,0.91,36
E00919,E02557,co-investor,0.95,45
E01282,E00537,co-investor,0.23,4
E01857,E02740,parent_company,0.8,5
E01616,E02663,co-investor,0.19,5
E02500,E02578,parent_company,0.18,24
E02013,E01210,co-investor,0.39,4
E00838,E00166,parent_company,0.53,25
E02552,E01074,shared_director,0.28,33
E02241,E00580,co-investor,0.96,13
E01485,E02799,parent_company,0.26,6
E00691,E01166,co-investor,0.11,45
E00709,E02387,parent_company,1.0,28
E00957,E01187,supplier,0.62,6
E00722,E00363,supplier,0.43,43
E00675,E01449,shared_director,0.61,38
E02328,E00251,supplier,0.35,31
E02490,E01036,supplier,0.22,42
E00970,E00631,co-investor,0.37,1
E00354,E02268,supplier,0.96,8
E00836,E01240,parent_company,0.34,33
E02909,E01503,shared_director,0.16,14
E02461,E02809,shared_director,0.72,30
E01752,E02240,shared_director,0.18,32
E00980,E01190,parent_company,0.2,8
E00618,E00107,parent_company,0.66,45
E02899,E00835,supplier,0.99,3
E00378,E01188,co-investor,0.6,11
E02532,E02154,supplier,0.6,42
E02164,E02914,supplier,0.62,44
E01689,E01238,co-investor,0.24,8
E02345,E00442,supplier,0.56,5
E02748,E00889,parent_company,0.39,36
E02852,E00848,supplier,0.5,10
E00957,E01766,shared_director,0.54,20
E02915,E02850,supplier,0.92,6
E00047,E02684,parent_company,0.72,37
E00378,E02533,supplier,0.9,49
E01963,E01191,supplier,0.39,2
E00459,E00980,parent_company,0.8,2
E01020,E01116,co-investor,0.63,28
E00114,E02020,supplier,0.33,34
E01945,E01601,co-investor,0.15,46
E02032,E01859,co-investor,0.78,10
E01467,E02898,shared_director,0.24,5
E01546,E00856,supplier,0.45,13
E02713,E02038,supplier,0.18,43
E00225,E01293,shared_director,0.98,2
E00770,E02349,shared_director,0.87,14
E00248,E01739,shared_director,0.88,2
E00056,E01415,co-investor,0.46,39
E01626,E01627,parent_company,0.88,9
E01016,E00894,shared_director,0.15,32
E00443,E02791,co-investor,0.57,1
E00109,E02376,shared_director,0.88,5
E01124,E02687,supplier,0.6,13
E01023,E00748,parent_company,0.37,2
E01664,E01383,shared_director,0.36,45
E02219,E02841,parent_company,0.66,42
E00701,E00997,shared_director,0.4,47
E00022,E02367,shared_director,0.27,34
E01332,E02219,parent_company,0.72,36
E01384,E01124,co-investor,0.38,8
E00867,E02541,supplier,0.9,27
E00099,E00880,co-investor,0.57,11
E00964,E01755,shared_director,0.59,14
E02244,E02910,shared_director,0.28,37
E02601,E00789,parent_company,0.96,35
E00070,E00134,co-investor,0.73,27
E01046,E01799,co-investor,0.57,27
E01725,E01121,shared_director,0.76,46
E01089,E00403,shared_director,0.31,50
E00362,E00534,supplier,0.46,7
E01874,E01364,co-investor,0.9,37
E01812,E01970,shared_director,0.13,17
E01468,E02103,co-investor,0.1,7
E00455,E01104,co-investor,0.82,24
E01800,E00731,supplier,0.74,46
E00878,E02880,shared_director,0.9,5
E01697,E02208,shared_director,0.21,20
E01584,E00128,parent_company,0.89,5
E00366,E02116,parent_company,0.46,48
E00091,E01364,co-investor,0.41,41
E01105,E01553,co-investor,0.92,12
E01632,E02052,parent_company,0.44,49
E01047,E00949,shared_director,0.51,18
E00112,E00813,co-investor,0.89,44
E01117,E02589,co-investor,0.35,22
E02321,E01451,shared_director,0.81,2
E00037,E00946,supplier,0.87,6
E02462,E01695,parent_company,0.24,50
E00614,E00904,shared_director,0.82,31
E01094,E02814,parent_company,0.72,42
E01823,E00851,shared_director,0.82,15
E02192,E01506,supplier,0.95,21
E02782,E02585,shared_director,0.12,38
E00794,E01060,supplier,0.8,39
E02350,E00349,shared_director,0.71,24
E00136,E02227,supplier,0.16,27
E02840,E01064,supplier,0.32,34
E02574,E01032,co-investor,0.27,48
E01941,E01899,supplier,0.11,27
E00708,E01995,co-investor,0.74,37
E01374,E02908,supplier,0.37,12
E02433,E01456,co-investor,0.36,48
E01586,E01753,co-investor,0.36,6
E02854,E01950,co-investor,0.86,9
E01945,E01405,parent_company,0.55,1
E00460,E01700,supplier,0.68,29
E00839,E01110,co-investor,0.51,43
E01166,E02856,co-investor,0.63,15
E01283,E02762,supplier,0.83,46
E00872,E02257,parent_company,0.84,28
E01141,E02107,shared_director,0.75,44
E02800,E00190,supplier,0.18,1
E01906,E02279,supplier,0.21,46
E02552,E01163,co-investor,0.5,5
E00981,E00168,co-investor,0.89,50
E02320,E01236,co-investor,0.18,19
E00712,E02563,parent_company,0.38,23
E00614,E02220,parent_company,0.68,31
E00693,E02763,shared_director,0.74,26
E02697,E02015,supplier,0.69,4
E00568,E01699,co-investor,0.44,41
E01870,E02913,shared_director,0.19,6
E01400,E02121,parent_company,0.9,47
E00266,E02150,shared_director,0.96,44
E02138,E02436,co-investor,0.17,47
E00009,E01998,supplier,0.2,27
E00489,E00312,co-investor,0.94,17
E01043,E01564,supplier,0.97,38
E02068,E00988,supplier,0.78,30
E01488,E01243,parent_company,0.76,20
E02005,E00872,co-investor,0.97,12
E00988,E02036,shared_director,0.97,36
E02764,E02030,shared_director,0.1,31
E02296,E00496,parent_company,0.41,12
E01370,E00389,parent_company,0.18,42
E02273,E00127,parent_company,0.78,26
E01979,E02342,supplier,0.65,43
E01663,E01688,supplier,0.23,28
E01477,E00833,parent_company,0.85,42
E01479,E01882,supplier,0.47,26
E02739,E02170,parent_company,0.98,50
E00005,E00057,parent_company,0.71,48
E01935,E00040,supplier,0.5,16
E01997,E02131,supplier,0.57,33
E01708,E02923,shared_director,0.78,38
E00921,E00673,supplier,0.55,49
E02894,E00144,parent_company,0.35,18
E02433,E00634,shared_director,0.54,20
E02216,E01804,shared_director,0.94,12
E02522,E01679,co-investor,0.15,31
E01174,E02758,co-investor,0.83,26
E01298,E01809,parent_company,0.48,26
E01477,E02773,co-investor,0.18,39
E02089,E00657,supplier,0.5,38
E01112,E02042,shared_director,0.62,1
E00166,E00794,co-investor,0.4,9
E00611,E00250,parent_company,0.49,12
E01627,E02505,parent_company,0.15,9
E01594,E02717,co-investor,0.41,24
E01816,E00913,parent_company,0.11,46
E00136,E01891,co-investor,0.8,3
E01561,E00931,co-investor,0.18,33
E01405,E00601,parent_company,0.34,26
E01961,E01508,supplier,0.21,46
E02286,E00820,shared_director,0.78,37
E02432,E00102,supplier,0.75,23
E00860,E01637,shared_director,0.64,14
E00796,E00558,shared_director,0.49,14
E01057,E00531,parent_company,0.58,23
E02856,E01640,parent_company,0.8,50
E02129,E00946,shared_director,0.23,15
E02037,E02762,parent_company,0.27,49
E02375,E00852,supplier,0.13,15
E01932,E02863,supplier,0.11,45
E02393,E01279,parent_company,0.69,17
E00140,E00838,shared_director,0.11,13
E00783,E00956,parent_company,0.71,41
E02568,E02202,parent_company,0.58,24
E01633,E02600,supplier,0.22,42
E01995,E02243,supplier,0.34,15
E01802,E00414,co-investor,0.78,44
E02776,E00466,shared_director,0.95,37
E02699,E01580,supplier,0.9,42
E02572,E01582,co-investor,0.43,46
E01461,E01259,co-investor,0.76,45
E00591,E00393,co-investor,0.54,45
E02210,E00912,shared_director,0.66,11
E01783,E01186,supplier,0.39,46
E00596,E02578,shared_director,0.28,39
E01756,E02140,co-investor,0.66,17
E00544,E02156,parent_company,0.67,37
E00156,E00906,shared_director,0.65,39
E01920,E02773,parent_company,0.71,6
E02841,E01525,supplier,0.31,7
E02433,E02089,co-investor,0.78,44
E01723,E01415,co-investor,0.8,44
E02806,E00123,parent_company,0.4,26
E01786,E01780,shared_director,0.67,50
E00151,E01652,shared_director,0.3,20
E02025,E01711,shared_director,0.18,20
E02328,E02364,shared_director,0.32,36
E02391,E01468,supplier,0.9,1
E00947,E02162,co-investor,0.27,10
E01924,E01562,parent_company,0.24,21
E01444,E02319,shared_director,0.32,44
E01810,E01209,parent_company,0.62,27
E00934,E02444,co-investor,0.65,39
E01184,E00030,parent_company,0.6,23
E01313,E01172,shared_director,0.43,50
E02714,E02675,co-investor,0.28,31
E00239,E02104,shared_director,0.3,4
E00613,E00373,supplier,0.7,48
E01916,E00836,shared_director,0.7,15
E02798,E00688,co-investor,0.76,43
E01890,E00840,parent_company,0.25,47
E00838,E01168,shared_director,0.34,14
E02452,E00268,shared_director,0.7,1
E00394,E02377,supplier,0.13,1
E01239,E02248,shared_director,0.46,47
E00094,E01812,parent_company,0.98,48
E00632,E01694,co-investor,0.37,49
E01833,E02285,parent_company,0.7,33
E01464,E02516,co-investor,0.67,18
E00375,E01984,shared_director,0.82,40
E02748,E00096,parent_company,0.55,27
E01199,E02897,co-investor,0.67,36
E00441,E00060,co-investor,0.42,32
E01012,E02932,co-investor,0.48,37
E01230,E01045,shared_director,0.81,45
E00958,E02211,shared_director,0.79,4
E02915,E01334,parent_company,0.55,37
E00123,E02701,co-investor,0.45,23
E00360,E02266,parent_company,0.5,20
E01841,E01813,supplier,0.63,49
E02211,E02059,parent_company,0.98,18
E01006,E01082,co-investor,0.14,26
E02082,E01307,parent_company,0.55,26
E00647,E01325,supplier,0.23,3
E02096,E02338,shared_director,0.35,39
E02621,E00678,co-investor,0.94,20
E00952,E01468,co-investor,0.58,39
E01352,E00725,supplier,0.27,7
E02810,E01457,shared_director,0.13,16
E02067,E01851,supplier,0.1,35
E00185,E00859,co-investor,0.88,27
E02548,E01191,shared_director,0.48,20
E02407,E00241,parent_company,0.53,17
E01808,E01132,shared_director,0.49,38
E00502,E02692,supplier,0.48,12
E00727,E00475,co-investor,0.14,49
E00974,E02354,shared_director,0.73,23
E02258,E01675,supplier,0.67,41
E00182,E00174,co-investor,0.21,34
E02467,E00908,parent_company,0.3,9
E02228,E01704,shared_director,0.1,15
E02112,E01286,co-investor,0.77,50
E00107,E00686,co-investor,0.81,31
E00791,E02125,supplier,0.2,2
E00281,E00756,co-investor,0.83,30
E00388,E02220,supplier,0.92,36
E00225,E01577,supplier,0.64,39
E02328,E02370,supplier,0.27,26
E02562,E01531,supplier,0.89,22
E00495,E02358,supplier,0.7,48
E02430,E00912,shared_director,0.58,6
E02055,E01774,shared_director,0.17,1
E02197,E00047,co-investor,0.65,10
E02448,E00836,parent_company,0.78,36
E02931,E01498,supplier,0.54,45
E00416,E02459,shared_director,0.18,38
E00902,E00851,parent_company,0.17,13
E01145,E02362,co-investor,0.25,9
E00173,E02305,co-investor,0.14,4
E00874,E01958,supplier,0.94,31
E02032,E01488,co-investor,0.45,46
E01839,E01045,supplier,0.45,7
E00280,E02829,parent_company,0.91,48
E00538,E00135,parent_company,0.93,25
E02425,E01518,supplier,0.49,32
E02760,E00383,parent_company,0.2,36
E01768,E00197,supplier,0.59,8
E02733,E00540,parent_company,0.89,40
E02494,E00908,parent_company,0.15,21
E01463,E02391,shared_director,0.62,9
E00244,E01758,parent_company,0.3,19
E02715,E01397,shared_director,0.6,45
E02069,E02872,supplier,0.86,38
E02884,E01585,supplier,0.61,26
E02243,E00199,co-investor,0.42,23
E00669,E00365,supplier,0.23,4
E00890,E01730,supplier,0.57,26
E01123,E00423,supplier,0.33,48
E01668,E00175,supplier,0.72,32
E00419,E01052,supplier,0.82,36
E00968,E01119,shared_director,0.61,17
E01149,E02319,co-investor,0.13,26
E00048,E02420,co-investor,0.85,33
E00143,E01696,parent_company,0.72,30
E01075,E01395,shared_director,0.49,36
E00903,E02803,co-investor,0.61,3
E01996,E01057,parent_company,0.65,18
E00321,E01250,parent_company,0.7,43
E00066,E01190,co-investor,0.51,42
E01815,E01766,parent_company,0.38,13
E02763,E02569,co-investor,0.51,49
E01600,E02478,supplier,0.89,23
E00800,E00184,supplier,0.45,19
E02030,E00570,shared_director,0.21,19
E02754,E02918,shared_director,0.9,21
E02386,E00059,parent_company,0.97,44
E01587,E00531,shared_director,0.96,6
E00496,E01599,shared_director,0.22,47
E02213,E01635,shared_director,0.11,13
E01264,E02445,parent_company,0.34,26
E02247,E02436,shared_director,0.53,3
E00512,E01622,co-investor,0.44,32
E02012,E02801,co-investor,0.14,5
E01491,E02037,parent_company,0.29,46
E00605,E01321,parent_company,0.35,13
E01394,E00621,co-investor,0.85,25
E00139,E00003,co-investor,0.77,34
E02537,E01266,shared_director,0.89,29
E00737,E00443,co-investor,0.96,4
E01391,E00616,supplier,0.66,47
E00933,E01354,parent_company,0.79,13
E00488,E02110,co-investor,0.43,27
E00069,E01350,parent_company,0.36,10
E00993,E00613,parent_company,0.75,46
E00507,E00028,supplier,0.89,38
E01110,E01058,parent_company,0.75,18
E02861,E02625,supplier,0.35,2
E02205,E01989,parent_company,0.34,13
E02790,E02602,shared_director,0.89,31
E02424,E02229,parent_company,0.72,20
E00185,E00609,supplier,0.94,28
E02175,E00604,parent_company,0.18,32
E02551,E02318,supplier,0.55,42
E00064,E00175,shared_director,0.24,20
E00667,E01673,co-investor,0.99,34
E02526,E01783,parent_company,0.71,24
E02065,E01940,shared_director,0.98,50
E01421,E00523,shared_director,0.29,45
E01231,E02058,parent_company,0.28,49
E02024,E02567,parent_company,0.38,19
E00761,E00526,co-investor,0.28,8
E00277,E01909,parent_company,0.6,22
E00189,E01023,co-investor,0.4,15
E02270,E02160,parent_company,0.56,31
E00651,E00030,co-investor,0.5,31
E01783,E01556,shared_director,0.74,35
E00527,E02214,shared_director,0.37,46
E02853,E02051,shared_director,0.17,43
E00530,E00228,shared_director,0.38,5
E02802,E00882,shared_director,0.6,39
E00777,E00421,co-investor,0.8,46
E00559,E01623,parent_company,0.19,42
E00142,E01970,co-investor,0.74,6
E01053,E01079,parent_company,0.1,8
E00063,E01588,supplier,0.35,19
E01457,E00584,shared_director,0.94,23
E02900,E01890,co-investor,0.34,14
E00875,E00284,shared_director,0.19,8
E02800,E01485,parent_company,0.3,16
E01134,E02379,shared_director,0.25,28
E02521,E01915,supplier,0.18,49
E00188,E00844,co-investor,0.3,20
E02457,E02033,co-investor,0.77,35
E02872,E01458,shared_director,0.66,47
E02174,E02145,supplier,0.85,31
E02097,E01653,supplier,0.95,9
E00474,E01501,parent_company,0.55,17
E00891,E01870,shared_director,0.98,15
E02110,E00523,shared_director,0.91,38
E00185,E00863,parent_company,0.21,11
