enterprise_id,revenue,debt_ratio,liquidity,legal_cases,credit_score,bankrupt
E01904,719468,0.55,1.54,0,559,0
E01905,2198652,0.4,1.65,3,753,0
E01906,5028664,0.5,1.16,2,507,0
E01907,5835347,0.87,1.57,3,606,0
E01908,6693994,0.72,1.08,0,670,0
E01909,5349635,0.89,0.82,3,557,0
E01910,5329310,0.28,1.45,2,836,0
E01911,4221196,0.89,1.96,2,841,0
E01912,8181809,0.15,0.97,1,789,1
E01913,2793953,0.9,1.19,2,583,1
E01914,5718040,0.4,1.51,3,616,0
E01915,3024382,0.38,1.31,1,699,0
E01916,6069557,0.56,1.77,0,521,0
E01917,2925964,0.95,1.64,1,718,0
E01918,6487631,0.14,0.59,4,725,0
E01919,5224209,0.42,2.0,5,770,0
E01920,8489278,0.87,1.63,3,601,0
E01921,4437960,0.46,1.8,2,644,0
E01922,5849932,0.28,1.48,1,646,0
E01923,3440687,0.48,1.78,1,760,0
E01924,4424213,0.45,0.67,2,778,0
E01925,5211498,0.92,1.02,1,838,0
E01926,1945560,0.79,1.81,0,513,0
E01927,2164752,0.55,0.8,0,765,0
E01928,6199718,0.99,0.62,2,786,0
E01929,4707826,0.52,1.68,0,640,0
E01930,3814146,0.15,1.75,2,792,0
E01931,3526027,0.34,0.74,2,530,1
E01932,3603022,0.49,1.78,1,670,0
E01933,5225101,0.24,1.53,0,704,0
E01934,5890071,0.95,1.28,0,790,0
E01935,815785,0.79,1.75,2,610,1
E01936,7825668,0.34,1.13,2,567,0
E01937,7683401,0.63,0.79,0,682,1
E01938,338690,0.75,0.93,2,695,0
E01939,7171853,0.95,1.26,1,625,0
E01940,7110437,0.89,1.3,1,674,0
E01941,5000890,0.56,1.71,2,761,0
E01942,2405662,0.8,1.69,2,785,0
E01943,7030456,0.61,1.37,1,654,0
E01944,4517537,0.6,1.67,1,568,0
E01945,6097757,0.2,0.79,2,607,0
E01946,9438402,0.21,0.58,0,534,1
E01947,5503673,0.58,1.81,3,543,0
E01948,3166230,0.34,0.61,3,642,0
E01949,4328538,0.12,0.87,1,710,0
E01950,3421109,0.75,1.54,4,784,0
E01951,5866979,0.13,1.11,0,505,0
E01952,3387864,0.64,1.81,0,717,0
E01953,4054297,0.59,0.95,3,526,1
E01954,2431139,0.97,0.52,3,726,0
E01955,4735825,0.54,0.95,1,783,0
E01956,5353509,0.16,1.37,2,555,0
E01957,100000,0.6,1.06,4,809,0
E01958,5519147,0.86,1.3,0,835,1
E01959,4908599,1.0,1.81,1,604,1
E01960,3470016,0.49,1.87,1,517,1
E01961,9057257,0.39,0.9,0,704,1
E01962,6916953,0.92,1.19,1,542,0
E01963,2807195,0.27,1.32,4,588,0
E01964,6676473,0.65,1.92,4,573,0
E01965,7488996,0.47,2.0,2,656,0
E01966,5264041,0.14,0.85,0,765,0
E01967,5722884,0.41,1.59,1,633,0
E01968,5676693,0.34,1.07,0,588,0
E01969,828368,0.72,0.51,0,735,1
E01970,4626260,0.95,0.51,1,631,0
E01971,4522174,0.34,1.19,2,728,0
E01972,7860311,0.83,1.23,2,533,0
E01973,5667455,0.15,0.53,5,582,0
E01974,4404778,0.58,1.53,5,631,0
E01975,4819750,0.16,0.94,3,703,1
E01976,7046771,0.94,1.34,2,786,0
E01977,4630830,0.79,0.95,3,835,0
E01978,3603608,0.69,0.75,1,815,0
E01979,4448595,0.84,1.11,1,757,0
E01980,6881392,0.68,0.85,3,791,0
E01981,5992329,0.97,1.3,2,624,0
E01982,5088535,0.74,0.8,0,650,1
E01983,5383078,0.93,1.26,0,746,0
E01984,3880515,0.57,0.74,1,674,0
E01985,4612101,0.21,1.51,1,801,0
E01986,3673391,0.58,1.63,3,579,0
E01987,4410441,0.21,0.67,1,606,0
E01988,7692356,0.63,1.2,2,799,0
E01989,2844256,0.53,0.61,2,804,0
E01990,3622564,0.66,1.4,3,843,0
E01991,2491402,0.11,0.9,1,557,0
E01992,2058182,0.28,1.29,1,590,0
E01993,4626456,0.54,1.28,0,634,0
E01994,3764781,0.96,1.89,2,849,1
E01995,8523377,0.45,1.32,0,668,0
E01996,4434306,0.48,1.37,3,833,0
E01997,7578793,0.74,1.1,1,621,0
E01998,6936012,0.64,1.92,0,735,0
E01999,4582091,0.37,1.67,3,575,1
E02000,9220271,0.47,0.93,3,808,0
E02001,5537067,0.3,1.77,2,522,0
E02002,8026018,0.97,1.15,0,832,1
E02003,7793193,0.22,1.74,0,572,0
E02004,5829295,0.43,1.73,1,587,0
E02005,6502261,0.12,0.78,2,602,0
E02006,6248142,0.3,1.55,1,593,0
E02007,2711477,0.8,0.94,2,815,1
E02008,5114580,0.28,0.95,0,765,0
E02009,7148494,0.17,0.94,4,752,0
E02010,8052372,0.53,1.59,2,557,0
E02011,3558720,0.11,0.84,3,508,0
E02012,6057662,0.18,0.5,1,512,0
E02013,5301740,0.83,1.57,1,630,0
E02014,4764251,0.79,0.76,2,721,0
E02015,5712005,0.92,0.66,2,828,0
E02016,5435994,0.87,0.86,3,652,0
E02017,6082815,0.71,1.07,0,570,1
E02018,7883433,0.15,1.21,1,844,0
E02019,6568255,0.8,0.57,2,519,0
E02020,5621182,0.86,1.96,1,580,0
E02021,8729250,0.82,1.57,2,727,0
E02022,7219859,0.56,0.98,2,845,1
E02023,4815203,0.31,0.98,1,518,0
E02024,2565759,0.86,1.17,1,664,0
E02025,3024338,0.75,1.44,1,606,0
E02026,6866464,0.98,0.72,1,847,0
E02027,3739375,0.24,0.78,4,713,0
E02028,2983889,0.3,1.79,2,738,0
E02029,3483829,0.29,0.88,3,646,0
E02030,3625231,0.81,1.07,0,680,0
E02031,6701295,0.27,1.81,1,835,0
E02032,4686515,0.16,1.49,1,697,0
E02033,2255250,1.0,1.01,1,786,0
E02034,5062089,0.12,1.53,2,552,0
E02035,5444532,0.85,0.53,1,739,0
E02036,4041326,0.43,1.6,1,789,0
E02037,7311770,0.86,1.23,1,786,0
E02038,4158122,0.6,1.72,2,687,0
E02039,7216675,0.91,1.93,0,505,1
E02040,6193565,0.93,1.89,2,782,0
E02041,6853211,0.11,1.86,2,762,0
E02042,2802898,0.17,1.27,2,548,0
E02043,5196620,0.33,1.04,4,699,0
E02044,4894343,0.7,1.2,1,559,0
E02045,2155986,0.9,1.53,2,532,0
E02046,7210121,0.51,1.83,1,802,0
E02047,3365198,0.65,0.81,3,743,0
E02048,3780864,0.27,1.88,1,671,0
E02049,2973368,0.82,1.72,4,706,0
E02050,6402372,0.97,1.97,0,782,0
E02051,1948140,0.34,1.82,2,521,0
E02052,6235749,0.55,0.92,0,546,0
E02053,7089027,0.18,0.66,2,848,0
E02054,6074356,0.6,0.67,2,657,0
E02055,6425256,0.55,0.94,0,757,0
E02056,6519092,0.23,1.42,3,642,0
E02057,3101151,0.5,1.71,4,546,0
E02058,7869469,0.4,1.85,1,526,0
E02059,4079847,0.57,1.44,2,526,0
E02060,4867224,0.63,0.51,2,644,0
E02061,4334725,0.11,0.78,0,574,0
E02062,5983084,0.78,0.65,1,686,0
E02063,3923925,0.74,1.04,1,509,1
E02064,5133831,0.43,1.25,3,620,0
E02065,2529312,0.15,0.57,0,788,0
E02066,7329330,0.78,1.02,3,664,0
E02067,6341481,0.96,0.77,0,763,0
E02068,4415480,0.32,1.47,2,660,0
E02069,4061701,0.39,1.2,2,826,0
E02070,6289256,0.27,1.24,2,796,0
E02071,3585413,0.62,1.14,1,617,0
E02072,5250730,0.24,1.93,0,810,0
E02073,7322797,0.42,0.82,4,762,0
E02074,3377485,0.73,1.27,0,583,0
E02075,5737201,0.6,1.6,2,645,0
E02076,5631450,0.45,1.34,0,670,0
E02077,4805326,0.48,1.89,0,833,0
E02078,3992420,0.61,1.07,4,808,0
E02079,7429594,0.11,1.2,2,513,0
E02080,3804862,0.17,0.63,1,648,0
E02081,1375922,0.89,1.41,1,750,0
E02082,6281067,0.17,0.93,1,556,0
E02083,2597393,0.74,0.74,0,846,0
E02084,6383762,0.93,1.32,3,801,0
E02085,7669806,0.34,1.3,0,846,0
E02086,6259499,0.43,0.61,0,632,0
E02087,7142822,0.61,1.55,2,669,0
E02088,9040098,0.89,1.44,4,601,0
E02089,6933520,0.95,0.78,1,605,0
E02090,5661146,0.77,1.2,1,670,0
E02091,8267896,0.18,1.58,1,627,0
E02092,8509551,0.7,1.29,0,749,1
E02093,8537543,0.47,1.09,3,531,0
E02094,4015712,0.52,0.98,0,715,0
E02095,2291963,0.14,1.42,1,761,0
E02096,3893615,0.27,1.91,2,829,0
E02097,6407283,0.81,1.51,2,743,0
E02098,5318317,0.51,0.61,1,784,0
E02099,4587038,0.37,1.19,0,789,0
E02100,6120962,0.45,1.84,3,762,0
E02101,2058389,0.87,0.64,2,836,0
E02102,5282338,0.77,1.98,2,832,0
E02103,7236915,0.35,1.92,3,813,0
E02104,6098631,0.21,0.62,3,584,0
E02105,6383619,0.33,1.9,1,828,0
E02106,8194745,0.93,1.04,3,544,0
E02107,4867713,0.62,1.77,1,802,0
E02108,3693816,0.58,1.13,3,832,0
E02109,7379030,0.64,1.16,1,699,0
E02110,7342241,0.43,1.45,3,700,0
E02111,6116583,0.83,1.66,2,828,1
E02112,4679257,0.57,0.55,3,667,0
E02113,5002759,0.21,1.39,0,739,0
E02114,2446454,0.22,0.78,0,785,0
E02115,7225893,0.58,1.02,1,689,0
E02116,7155302,0.94,1.02,1,570,0
E02117,2376634,0.38,1.2,1,644,0
E02118,6735264,0.88,1.0,2,708,0
E02119,5808203,0.79,0.66,1,707,0
E02120,2956051,0.32,0.72,1,721,0
E02121,2587999,0.13,0.55,3,786,0
E02122,5746986,0.19,1.21,1,662,0
E02123,4204591,0.76,1.93,2,571,0
E02124,8639897,0.28,0.67,3,739,0
E02125,6905196,0.43,1.92,2,626,0
E02126,5947386,0.55,1.6,1,584,0
E02127,6046158,0.75,1.46,0,514,1
E02128,7661734,0.2,1.47,4,747,0
E02129,6693036,0.47,1.74,1,811,0
E02130,5999532,0.54,0.66,0,782,0
E02131,3039477,0.59,1.26,2,501,0
E02132,11123893,0.84,1.55,1,573,1
E02133,2793634,0.25,1.38,3,563,0
E02134,4374914,0.83,1.75,1,760,1
E02135,1690543,0.72,0.61,1,846,1
E02136,6077596,0.6,1.54,0,823,0
E02137,5302220,0.73,1.3,1,738,0
E02138,6530552,0.47,1.07,0,836,0
E02139,1521868,0.22,1.01,2,840,0
E02140,7225811,0.7,1.43,1,778,0
E02141,3385129,0.57,1.84,1,700,0
E02142,4701989,0.68,1.24,1,792,0
E02143,6863142,0.4,1.74,2,785,0
E02144,5522533,0.92,1.1,1,720,0
E02145,5663885,0.63,0.65,1,661,0
E02146,6598357,0.18,0.59,1,682,0
E02147,5857581,0.5,0.58,2,764,0
E02148,4317784,0.78,1.07,0,631,0
E02149,4667061,0.81,1.01,3,821,0
E02150,5423757,0.55,1.58,1,619,0
E02151,3208887,0.91,1.61,1,718,0
E02152,6992017,0.34,0.58,1,659,0
E02153,5577307,0.47,0.83,3,799,0
E02154,5149552,0.91,0.91,3,608,0
E02155,7384993,0.91,1.32,0,737,0
E02156,4759772,0.72,0.72,0,792,0
E02157,4635158,0.87,0.7,2,566,0
E02158,4030742,0.18,1.92,3,815,0
E02159,5686134,0.88,1.71,1,686,0
E02160,5616900,0.39,0.77,0,535,0
E02161,3667431,0.26,1.11,0,548,0
E02162,4644612,0.32,1.03,1,755,0
E02163,3680795,0.48,1.69,0,606,0
E02164,3590263,0.33,1.27,0,507,1
E02165,1540204,0.39,0.69,0,735,0
E02166,4538179,0.22,1.61,2,677,0
E02167,1595573,0.37,1.1,1,741,0
E02168,4074368,0.62,0.89,0,540,1
E02169,3774610,0.5,1.06,1,744,0
E02170,7103790,0.41,1.25,4,612,0
E02171,2970130,0.77,1.01,1,755,1
E02172,3477627,0.9,0.86,1,665,0
E02173,4236951,0.78,1.1,2,841,0
E02174,3839712,0.4,0.53,1,577,0
E02175,7738509,0.77,1.66,3,706,0
E02176,2722865,0.24,0.76,0,810,0
E02177,4241191,0.22,0.57,1,695,0
E02178,5664130,0.41,1.48,0,820,0
E02179,6762366,0.83,1.66,2,563,1
E02180,4239516,0.32,1.72,0,639,0
E02181,1163800,0.16,1.24,1,541,0
E02182,4699791,0.22,0.81,2,805,0
E02183,7704056,0.87,1.61,0,708,1
E02184,5564374,0.67,1.55,0,803,0
E02185,5472835,0.33,0.87,2,572,0
E02186,2873964,0.6,1.86,0,652,0
E02187,2668656,0.57,0.66,0,634,1
E02188,5036083,0.69,1.97,2,763,0
E02189,2147242,0.31,1.79,3,715,0
E02190,6562724,0.88,1.53,0,708,0
E02191,3306707,0.38,1.91,0,703,0
E02192,4950685,0.72,1.58,3,609,0
E02193,1228466,0.11,0.79,1,530,1
E02194,4212396,0.44,1.16,1,511,0
E02195,2628278,0.42,0.61,0,626,0
E02196,356087,0.59,1.08,1,812,0
E02197,6083684,0.17,1.61,1,693,0
E02198,8282319,0.81,1.08,3,639,0
E02199,7258947,0.3,1.0,4,526,1
E02200,6363381,0.71,1.39,1,545,0
E02201,4171757,0.82,1.81,3,634,0
E02202,6611780,0.61,0.57,1,816,0
E02203,7447706,0.77,1.08,1,557,1
E02204,5273643,0.7,0.74,1,512,1
E02205,2631279,0.42,1.54,2,599,0
E02206,4001231,0.83,0.66,0,548,0
E02207,8405392,0.37,1.5,1,790,0
E02208,4850511,0.61,0.93,2,593,0
E02209,100000,0.77,0.8,1,594,0
E02210,2062153,0.44,1.9,3,644,0
E02211,4151102,0.37,0.53,1,571,0
E02212,7071650,0.51,1.16,2,509,0
E02213,4453755,0.84,0.53,1,661,0
E02214,7108863,0.94,1.23,0,713,0
E02215,3947675,0.59,1.25,0,503,0
E02216,1071414,0.7,0.98,1,723,0
E02217,4016877,0.91,0.7,1,528,1
E02218,5689890,0.19,1.06,0,801,0
E02219,5523900,0.31,1.51,1,702,0
E02220,2489784,0.74,1.67,2,576,0
E02221,4297607,0.84,1.3,1,558,0
E02222,10369348,0.87,1.38,3,695,0
E02223,2533462,0.47,0.8,3,821,0
E02224,6321446,0.18,0.93,0,606,0
E02225,806648,0.49,0.74,1,841,0
E02226,6727583,0.31,0.87,1,508,1
E02227,3215349,0.36,0.84,0,519,0
E02228,5804176,0.8,1.28,0,648,0
E02229,2416948,0.17,1.34,1,516,0
E02230,5581705,0.84,1.92,0,511,1
E02231,3182699,0.48,0.79,2,581,0
E02232,3569903,0.64,1.46,1,566,0
E02233,5883972,0.18,1.73,2,632,0
E02234,4139229,0.4,1.34,5,552,0
E02235,5760762,0.18,0.88,1,705,1
E02236,4618317,0.97,0.89,1,732,0
E02237,5134987,0.83,0.56,2,553,0
E02238,5890172,0.51,0.96,0,567,0
E02239,4299963,0.3,1.62,2,790,0
E02240,3007900,0.94,0.57,1,843,0
E02241,3935375,0.41,0.83,1,668,0
E02242,7390278,0.24,1.56,1,660,0
E02243,5232346,0.61,1.67,1,514,0
E02244,3310203,0.95,1.18,1,690,0
E02245,5803121,0.1,1.55,1,514,0
E02246,5936631,0.31,1.08,1,786,0
E02247,6039998,0.94,0.74,3,509,1
E02248,3044325,0.25,1.1,1,556,0
E02249,3635218,0.2,1.37,0,698,0
E02250,3646341,0.61,1.92,3,660,0
E02251,4278704,0.88,0.6,0,762,0
E02252,6077838,0.53,1.26,3,752,0
E02253,5592369,1.0,0.99,2,618,1
E02254,5750433,0.71,1.26,1,579,1
E02255,7708038,0.17,0.54,2,623,0
E02256,6377781,0.99,0.97,4,812,1
E02257,4716396,0.47,1.73,1,571,0
E02258,2632229,0.36,1.33,0,667,0
E02259,3570905,0.6,1.18,4,783,0
E02260,4476589,0.37,0.93,2,535,0
E02261,6658259,0.18,0.95,3,811,0
E02262,4945336,0.1,1.07,3,674,0
E02263,3687608,0.5,1.75,4,698,0
E02264,3534214,0.85,1.95,0,615,1
E02265,4860843,0.62,1.16,1,814,0
E02266,6779975,1.0,1.09,1,719,0
E02267,8182038,0.36,1.77,1,565,1
E02268,4588462,0.35,1.14,1,764,0
E02269,4910513,0.24,1.33,0,633,0
E02270,2572116,0.25,0.85,1,618,0
E02271,8878385,0.36,1.62,1,621,0
E02272,2197994,0.81,1.3,5,820,0
E02273,7343324,0.92,1.71,1,586,1
E02274,4269328,0.98,1.67,2,788,1
E02275,3801267,0.31,0.82,2,636,0
E02276,2779992,0.89,1.57,2,552,0
E02277,9820097,0.4,1.7,3,704,0
E02278,5442983,0.2,1.02,2,847,0
E02279,5042560,0.88,0.76,1,550,0
E02280,6773464,0.67,0.5,1,826,0
E02281,3698334,0.25,1.18,2,539,0
E02282,5003691,0.49,1.03,1,749,0
E02283,5112672,0.36,1.33,3,717,0
E02284,3975708,0.76,0.78,4,678,1
E02285,7399276,0.51,1.79,2,538,0
E02286,4562691,0.99,0.89,1,682,0
E02287,1893735,0.15,0.84,0,723,0
E02288,4397005,0.42,1.22,1,663,0
E02289,5498357,0.53,1.25,1,733,0
E02290,3213013,0.55,0.82,0,692,0
E02291,3370810,0.38,0.91,0,584,1
E02292,3907481,0.76,0.75,0,742,0
E02293,7442471,0.89,1.58,1,672,0
E02294,4025683,0.94,1.66,3,536,1
E02295,7858234,0.82,1.19,1,586,0
E02296,3770099,0.87,1.57,1,628,1
E02297,5650028,0.6,1.6,1,693,0
E02298,4107514,0.84,0.71,2,818,0
E02299,6508166,0.37,1.95,5,542,0
E02300,2763451,0.46,1.73,2,658,0
E02301,6485718,0.39,0.81,3,604,0
E02302,5227738,0.52,0.78,3,728,0
E02303,3720016,0.36,0.69,1,716,0
E02304,4667557,0.97,0.71,2,763,0
E02305,8067709,0.38,1.62,1,548,0
E02306,5275689,0.19,1.2,0,622,0
E02307,3594543,0.57,1.67,1,802,0
E02308,2590613,0.15,1.62,5,524,0
E02309,6010808,0.2,1.41,1,630,0
E02310,5391690,0.3,1.53,2,723,0
E02311,6390041,0.52,0.53,1,598,1
E02312,2075550,0.49,0.97,2,789,0
E02313,2655479,0.82,1.46,5,696,1
E02314,7293758,0.77,0.51,0,608,0
E02315,5662683,0.48,0.55,1,847,0
E02316,6066801,0.4,1.78,2,719,0
E02317,3074625,0.38,1.53,1,763,0
E02318,3038025,0.8,0.9,3,707,0
E02319,6982517,0.15,1.53,2,818,0
E02320,7076755,0.11,1.69,4,581,1
E02321,2823361,0.82,0.96,2,524,0
E02322,2441259,0.53,0.55,0,685,0
E02323,4782814,0.22,1.9,1,507,0
E02324,3401303,0.31,1.02,2,623,0
E02325,3359646,0.94,0.66,1,648,1
E02326,2497243,0.87,1.24,3,597,0
E02327,4063132,0.74,1.65,1,715,0
E02328,2690610,0.53,0.83,4,600,0
E02329,2809198,0.57,0.9,2,717,0
E02330,5596783,0.98,0.86,0,758,0
E02331,4889603,0.97,1.99,3,510,1
E02332,5969757,0.29,0.8,0,558,0
E02333,1701933,0.83,1.36,1,749,0
E02334,5019761,0.28,1.89,3,639,0
E02335,9151275,0.29,0.72,0,834,0
E02336,4255455,0.71,1.96,4,537,0
E02337,6649498,0.46,1.92,0,621,0
E02338,6632013,0.94,1.83,4,564,1
E02339,6730397,0.18,0.82,2,645,0
E02340,5333323,0.56,1.45,2,801,0
E02341,6132171,0.93,1.64,2,624,0
E02342,6398027,0.91,1.98,1,811,0
E02343,6270892,0.24,0.77,1,690,0
E02344,2765163,0.43,1.65,0,762,0
E02345,1585231,0.66,1.01,4,795,0
E02346,1892832,0.24,0.76,1,681,0
E02347,4459680,0.97,1.13,0,658,0
E02348,6187853,0.92,1.69,1,807,0
E02349,2791177,0.25,1.2,1,786,0
E02350,6847940,0.21,1.31,1,661,0
E02351,3995449,0.18,1.99,0,762,0
E02352,4014489,0.92,1.1,1,716,1
E02353,3327786,0.27,1.42,2,680,0
E02354,1230427,0.47,1.05,3,590,0
E02355,5458628,0.5,1.09,1,516,1
E02356,8425335,0.64,1.54,0,624,0
E02357,4874670,0.16,1.91,2,759,0
E02358,1298736,0.3,1.31,2,713,0
E02359,6560685,0.94,1.65,1,738,0
E02360,1750404,0.92,0.63,0,679,1
E02361,2581931,0.8,0.82,1,671,0
E02362,4523323,0.12,1.25,2,642,0
E02363,5245686,0.39,0.53,0,816,0
E02364,2982671,0.67,0.88,4,743,0
E02365,4445367,0.35,1.28,0,731,0
E02366,6430324,0.92,0.52,4,671,0
E02367,6704357,0.67,0.9,3,776,0
E02368,7502912,0.16,1.27,1,576,0
E02369,8818837,0.92,1.36,0,802,1
E02370,6619778,0.96,1.89,1,830,0
E02371,4566526,0.17,1.47,1,548,0
E02372,6718627,0.58,1.12,3,747,0
E02373,5933432,0.37,1.9,3,782,0
E02374,6012733,0.45,1.68,0,786,0
E02375,5354437,0.26,0.8,1,531,0
E02376,3175891,0.62,0.7,2,657,0
E02377,2943807,0.96,1.51,1,517,1
E02378,4805763,0.55,1.34,3,562,0
E02379,5297820,0.17,1.68,2,627,0
E02380,3641118,0.66,1.61,2,515,0
E02381,5846683,0.41,1.44,0,662,0
E02382,9161531,0.87,1.98,1,750,0
E02383,1511338,0.49,1.3,2,636,0
E02384,6164488,0.27,0.67,1,817,0
E02385,4868050,0.27,1.74,1,794,0
E02386,5901311,0.79,0.88,1,678,0
E02387,4138570,0.34,1.67,6,728,0
E02388,4707880,0.79,1.94,0,679,0
E02389,5259000,0.29,1.55,0,571,0
E02390,4396732,0.39,1.39,2,817,0
E02391,1958917,0.52,1.19,5,582,0
E02392,4532169,0.95,1.05,1,635,0
E02393,2167132,0.94,1.03,1,717,1
E02394,6306386,0.29,1.45,3,608,0
E02395,1268909,0.42,1.63,1,618,0
E02396,7057308,0.23,1.52,0,517,0
E02397,5859126,0.56,0.8,1,831,0
E02398,5866777,0.51,1.24,0,653,0
E02399,671380,0.91,1.69,1,510,1
E02400,4342801,0.94,1.21,3,637,0
E02401,7307126,0.45,1.3,1,561,0
E02402,3962784,0.54,1.66,2,570,0
E02403,2843875,0.91,1.49,2,560,0
E02404,3726659,0.83,1.11,2,631,0
E02405,4863444,0.1,1.84,1,560,0
E02406,3297259,0.39,0.74,2,768,0
E02407,7467634,0.48,1.99,1,511,1
E02408,4870664,0.31,0.68,0,534,1
E02409,3888861,0.28,0.52,0,550,0
E02410,2397312,0.13,1.84,3,542,0
E02411,5968893,0.68,0.87,2,727,0
E02412,5923332,0.34,1.59,1,610,0
E02413,3415582,0.15,1.72,0,821,0
E02414,527341,0.31,1.79,2,514,0
E02415,5821524,0.82,1.99,1,676,0
E02416,4626393,0.87,0.94,1,661,0
E02417,5672142,0.53,1.57,1,538,1
E02418,8914349,0.47,0.67,2,525,0
E02419,4946336,0.98,1.11,3,611,1
E02420,3972322,0.28,1.77,3,550,0
E02421,2705356,0.29,1.05,0,597,0
E02422,4375156,0.36,1.39,2,669,0
E02423,5321154,0.26,1.26,3,555,0
E02424,5106614,0.44,1.47,3,720,0
E02425,8446930,0.92,1.96,2,824,0
E02426,5998171,0.65,0.58,1,645,0
E02427,4730398,0.47,1.36,2,759,0
E02428,3586878,0.94,1.79,2,628,0
E02429,5533345,0.14,1.22,1,549,1
E02430,3185983,0.29,0.62,1,839,0
E02431,5359662,0.61,1.34,1,825,0
E02432,5974827,0.65,1.0,3,519,1
E02433,4567095,0.14,0.73,1,673,0
E02434,3739427,0.46,1.77,0,782,0
E02435,629406,0.68,1.28,1,525,0
E02436,7287673,0.73,1.9,5,659,0
E02437,5806600,0.67,1.71,0,509,0
E02438,5855234,0.39,1.54,0,581,1
E02439,1877295,0.18,0.51,1,755,0
E02440,7759677,0.48,1.14,3,604,0
E02441,4069566,0.22,0.8,1,639,0
E02442,4422409,0.95,1.87,1,701,0
E02443,2861426,0.53,0.76,1,843,0
E02444,1426108,0.39,0.93,0,523,1
E02445,7314692,0.79,1.28,1,545,0
E02446,7573194,0.55,0.9,1,716,0
E02447,4668943,0.38,0.81,1,554,1
E02448,3641230,0.83,1.4,1,577,0
E02449,4245911,0.88,0.63,1,658,1
E02450,4300770,0.71,0.59,0,843,0
E02451,2600280,0.14,1.06,1,771,0
E02452,4415489,0.61,1.58,1,647,0
E02453,5306203,0.79,1.33,1,537,0
E02454,7036314,0.22,1.13,1,610,0
E02455,5028488,0.31,1.35,4,514,0
E02456,1847296,0.89,1.05,0,577,0
E02457,5707095,0.12,1.9,0,575,0
E02458,4488138,0.78,0.58,1,827,0
E02459,7740819,0.53,1.51,0,774,0
E02460,7858915,0.5,1.84,1,696,0
E02461,7928908,0.11,1.71,0,718,0
E02462,3876824,0.84,0.78,2,562,1
E02463,8979710,0.42,0.94,2,531,1
E02464,5701885,0.59,1.58,1,732,0
E02465,8252760,0.71,0.63,1,609,1
E02466,3994760,0.73,1.72,0,664,0
E02467,4402806,0.96,1.58,0,693,0
E02468,5548054,0.58,1.59,3,506,0
E02469,5303755,0.46,0.65,3,638,0
E02470,7509623,0.96,1.58,1,842,1
E02471,4535741,0.68,1.52,0,786,0
E02472,7329229,0.37,1.75,3,800,0
E02473,6464469,0.21,0.56,2,555,1
E02474,4573215,0.86,0.53,0,659,0
E02475,6309353,0.43,1.06,3,648,0
E02476,4053469,0.69,0.72,0,786,0
E02477,9700411,0.52,1.34,2,756,0
E02478,100000,0.28,1.88,2,638,0
E02479,6345886,0.64,1.09,0,848,0
E02480,1470808,0.15,1.77,2,823,0
E02481,4548686,0.47,0.5,3,791,0
E02482,4828783,0.59,0.75,1,834,1
E02483,8015267,0.49,0.55,0,686,0
E02484,3615695,0.77,0.99,1,822,0
E02485,7616023,0.85,1.86,3,683,1
E02486,2642366,0.79,0.65,3,806,1
E02487,7693339,0.13,1.41,5,761,0
E02488,4051309,0.27,1.18,2,809,0
E02489,5146869,0.58,1.91,1,843,0
E02490,4327242,0.94,0.68,2,644,0
E02491,7564726,0.85,0.82,3,760,0
E02492,7175479,0.86,0.54,2,501,0
E02493,5887003,0.37,1.15,2,813,0
E02494,2696263,0.49,0.92,1,511,1
E02495,3569956,0.52,1.8,1,760,0
E02496,2942846,0.24,1.41,1,668,0
E02497,503714,0.13,1.42,3,647,0
E02498,7522636,0.95,1.3,0,699,0
E02499,4344352,0.32,0.64,0,811,0
E02500,4323012,0.32,1.17,3,569,0
E02501,7992204,0.18,2.0,3,811,0
E02502,4048022,0.94,1.75,3,553,0
E02503,3319058,0.62,1.84,1,758,0
E02504,4550508,0.7,1.73,1,527,1
E02505,2734661,0.92,0.65,0,619,0
E02506,5688711,0.41,0.84,1,632,0
E02507,4252675,0.66,0.5,0,589,1
E02508,3985457,0.13,0.96,1,515,1
E02509,3812193,0.27,0.66,3,786,0
E02510,4787557,0.85,1.21,3,783,0
E02511,5166962,0.79,1.52,2,729,0
E02512,3960049,0.42,1.81,0,636,0
E02513,4282468,0.44,1.62,2,794,0
E02514,4836954,0.58,1.91,1,726,0
E02515,4635163,0.1,0.58,1,526,0
E02516,5062151,0.32,0.52,2,831,0
E02517,3646658,0.29,1.49,2,616,0
E02518,7009185,0.33,0.93,3,588,0
E02519,5193656,0.83,0.88,0,606,0
E02520,3992306,0.35,1.0,1,720,0
E02521,5688768,0.27,0.9,0,722,0
E02522,4851262,0.55,1.27,3,621,0
E02523,1532347,0.88,1.16,1,532,0
E02524,5681905,0.32,1.27,0,590,0
E02525,2960987,0.17,1.51,0,683,0
E02526,6868855,0.42,1.08,1,757,0
E02527,4516500,0.77,0.88,2,512,1
E02528,6560140,0.6,0.75,0,523,0
E02529,3739562,0.84,1.02,3,824,0
E02530,5139858,0.96,1.61,1,533,1
E02531,7420487,0.81,1.64,3,746,0
E02532,4461966,0.64,1.5,1,842,0
E02533,3818365,0.54,0.85,0,518,0
E02534,6310081,0.14,1.38,3,529,0
E02535,6271323,0.99,1.36,2,548,0
E02536,3902501,0.45,1.23,1,679,0
E02537,1029077,0.24,1.32,2,725,0
E02538,3779954,0.7,1.24,2,577,1
